Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Accession	MIM Morbid Description	Ensembl Gene ID	Description	Gene type
RFX6	117198375	117253326	601346	 PANCREATIC HYPOPLASIA, INTESTINAL ATRESIA, AND GALLBLADDER APLASIA	ENSG00000185002	regulatory factor X, 6 [Source:HGNC Symbol;Acc:21478]	protein_coding
VGLL2	117586721	117594728			ENSG00000170162	vestigial like 2 (Drosophila) [Source:HGNC Symbol;Acc:20232]	protein_coding
TNXB	32008931	32083111	606408	 EHLERS-DANLOS-LIKE SYNDROME DUE TO TENASCIN-X DEFICIENCY	ENSG00000168477	tenascin XB [Source:HGNC Symbol;Acc:11976]	protein_coding
TNXB	32008931	32083111	130020	 EHLERS-DANLOS SYNDROME, TYPE III	ENSG00000168477	tenascin XB [Source:HGNC Symbol;Acc:11976]	protein_coding
ABCF1	30539153	30564956			ENSG00000204574	ATP-binding cassette, sub-family F (GCN20), member 1 [Source:HGNC Symbol;Acc:70]	protein_coding
C6orf165	88117730	88221352			ENSG00000213204	chromosome 6 open reading frame 165 [Source:HGNC Symbol;Acc:21405]	protein_coding
CDYL	4706393	4955785			ENSG00000153046	chromodomain protein, Y-like [Source:HGNC Symbol;Acc:1811]	protein_coding
SLC35A1	88180341	88222054	603585	 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F	ENSG00000164414	solute carrier family 35 (CMP-sialic acid transporter), member A1 [Source:HGNC Symbol;Acc:11021]	protein_coding
RARS2	88224096	88299721	611523	 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6	ENSG00000146282	arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21406]	protein_coding
COL9A1	70924764	71012786	614135	 EPIPHYSEAL DYSPLASIA, MULTIPLE, 6; EDM6	ENSG00000112280	collagen, type IX, alpha 1 [Source:HGNC Symbol;Acc:2217]	protein_coding
COL9A1	70924764	71012786	614134	 STICKLER SYNDROME, TYPE IV; STL4	ENSG00000112280	collagen, type IX, alpha 1 [Source:HGNC Symbol;Acc:2217]	protein_coding
ORC3	88299839	88377169			ENSG00000135336	origin recognition complex, subunit 3 [Source:HGNC Symbol;Acc:8489]	protein_coding
RPP40	4994966	5004297			ENSG00000124787	ribonuclease P/MRP 40kDa subunit [Source:HGNC Symbol;Acc:20992]	protein_coding
ROS1	117609463	117747018			ENSG00000047936	c-ros oncogene 1 , receptor tyrosine kinase [Source:HGNC Symbol;Acc:10261]	protein_coding
GOPC	117639374	117923691			ENSG00000047932	golgi-associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:17643]	protein_coding
PPP1R3G	5085720	5087455			ENSG00000219607	protein phosphatase 1, regulatory subunit 3G [Source:HGNC Symbol;Acc:14945]	protein_coding
LYRM4	5102827	5261172			ENSG00000214113	LYR motif containing 4 [Source:HGNC Symbol;Acc:21365]	protein_coding
DCBLD1	117774980	117891021			ENSG00000164465	discoidin, CUB and LCCL domain containing 1 [Source:HGNC Symbol;Acc:21479]	protein_coding
PPP1R10	30568177	30586389			ENSG00000204569	protein phosphatase 1, regulatory subunit 10 [Source:HGNC Symbol;Acc:9284]	protein_coding
AKIRIN2	88384790	88411927			ENSG00000135334	akirin 2 [Source:HGNC Symbol;Acc:21407]	protein_coding
NUS1	117996665	118031803			ENSG00000153989	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21042]	protein_coding
FARS2	5261277	5771813	614946	 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14; COXPD14	ENSG00000145982	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21062]	protein_coding
SLC35F1	118228689	118638839			ENSG00000196376	solute carrier family 35, member F1 [Source:HGNC Symbol;Acc:21483]	protein_coding
CEP85L	118781935	119031238			ENSG00000111860	centrosomal protein 85kDa-like [Source:HGNC Symbol;Acc:21638]	protein_coding
ATF6B	32065953	32096030			ENSG00000213676	activating transcription factor 6 beta [Source:HGNC Symbol;Acc:2349]	protein_coding
MRPS18B	30585486	30594172			ENSG00000204568	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:14516]	protein_coding
SPACA1	88757507	88776550			ENSG00000118434	sperm acrosome associated 1 [Source:HGNC Symbol;Acc:14967]	protein_coding
FAM135A	71122644	71270877			ENSG00000082269	family with sequence similarity 135, member A [Source:HGNC Symbol;Acc:21084]	protein_coding
CNR1	88849583	88876078			ENSG00000118432	cannabinoid receptor 1 (brain) [Source:HGNC Symbol;Acc:2159]	protein_coding
ATAT1	30594619	30614600			ENSG00000137343	alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:21186]	protein_coding
NRN1	5998232	6007200			ENSG00000124785	neuritin 1 [Source:HGNC Symbol;Acc:17972]	protein_coding
FKBPL	32096484	32098068			ENSG00000204315	FK506 binding protein like [Source:HGNC Symbol;Acc:13949]	protein_coding
PRRT1	32116136	32122150			ENSG00000204314	proline-rich transmembrane protein 1 [Source:HGNC Symbol;Acc:13943]	protein_coding
PLN	118869461	118881893	613874	 CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 18; CMH18	ENSG00000198523	phospholamban [Source:HGNC Symbol;Acc:9080]	protein_coding
PLN	118869461	118881893	609909	 CARDIOMYOPATHY, DILATED, 1P; CMD1P	ENSG00000198523	phospholamban [Source:HGNC Symbol;Acc:9080]	protein_coding
RNGTT	89319985	89673348			ENSG00000111880	RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:10073]	protein_coding
MCM9	119134605	119256327			ENSG00000111877	minichromosome maintenance complex component 9 [Source:HGNC Symbol;Acc:21484]	protein_coding
F13A1	6144318	6321246	613225	 FACTOR XIII, A SUBUNIT, DEFICIENCY OF	ENSG00000124491	coagulation factor XIII, A1 polypeptide [Source:HGNC Symbol;Acc:3531]	protein_coding
ASF1A	119215384	119230332			ENSG00000111875	anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:20995]	protein_coding
PPT2	32121218	32134011			ENSG00000221988	palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:9326]	protein_coding
FAM184A	119280928	119470552			ENSG00000111879	family with sequence similarity 184, member A [Source:HGNC Symbol;Acc:20991]	protein_coding
AL079342.1	89674246	89676685			ENSG00000203863	Uncharacterized protein; cDNA FLJ27030 fis, clone SLV07741  [Source:UniProtKB/TrEMBL;Acc:Q6ZNW3]	protein_coding
PNRC1	89790470	89794879			ENSG00000146278	proline-rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:17278]	protein_coding
SRSF12	89805678	89827800			ENSG00000154548	serine/arginine-rich splicing factor 12 [Source:HGNC Symbol;Acc:21220]	protein_coding
PM20D2	89855769	89875284			ENSG00000146281	peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:21408]	protein_coding
GABRR1	89887220	89940997			ENSG00000146276	gamma-aminobutyric acid (GABA) A receptor, rho 1 [Source:HGNC Symbol;Acc:4090]	protein_coding
LY86	6588341	6655216			ENSG00000112799	lymphocyte antigen 86 [Source:HGNC Symbol;Acc:16837]	protein_coding
C6orf57	71276620	71299272			ENSG00000154079	chromosome 6 open reading frame 57 [Source:HGNC Symbol;Acc:20957]	protein_coding
RREB1	7107830	7252213			ENSG00000124782	ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:10449]	protein_coding
MAN1A1	119498374	119670926			ENSG00000111885	mannosidase, alpha, class 1A, member 1 [Source:HGNC Symbol;Acc:6821]	protein_coding
PPT2-EGFL8	32121622	32139755			ENSG00000258388	PPT2-EGFL8 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:48343]	protein_coding
SMAP1	71377479	71571718			ENSG00000112305	small ArfGAP 1 [Source:HGNC Symbol;Acc:19651]	protein_coding
GABRR2	89966927	90025018			ENSG00000111886	gamma-aminobutyric acid (GABA) A receptor, rho 2 [Source:HGNC Symbol;Acc:4091]	protein_coding
UBE2J1	90036344	90062567			ENSG00000198833	ubiquitin-conjugating enzyme E2, J1 [Source:HGNC Symbol;Acc:17598]	protein_coding
TBC1D32	121400640	121655891			ENSG00000146350	TBC1 domain family, member 32 [Source:HGNC Symbol;Acc:21485]	protein_coding
RRAGD	90074355	90121989			ENSG00000025039	Ras-related GTP binding D [Source:HGNC Symbol;Acc:19903]	protein_coding
B3GAT2	71566382	71666741			ENSG00000112309	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) [Source:HGNC Symbol;Acc:922]	protein_coding
OGFRL1	71998506	72018653			ENSG00000119900	opioid growth factor receptor-like 1 [Source:HGNC Symbol;Acc:21378]	protein_coding
ANKRD6	90142889	90343553			ENSG00000135299	ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:17280]	protein_coding
EGFL8	32132360	32136058			ENSG00000241404	EGF-like-domain, multiple 8 [Source:HGNC Symbol;Acc:13944]	protein_coding
SSR1	7268539	7347679			ENSG00000124783	signal sequence receptor, alpha [Source:HGNC Symbol;Acc:11323]	protein_coding
C6orf136	30614816	30620987			ENSG00000204564	chromosome 6 open reading frame 136 [Source:HGNC Symbol;Acc:21301]	protein_coding
AGPAT1	32135989	32145873			ENSG00000204310	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:324]	protein_coding
GJA1	121756838	121770873	600309	 ATRIOVENTRICULAR SEPTAL DEFECT 3; AVSD3	ENSG00000152661	gap junction protein, alpha 1, 43kDa [Source:HGNC Symbol;Acc:4274]	protein_coding
GJA1	121756838	121770873	257850	 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	ENSG00000152661	gap junction protein, alpha 1, 43kDa [Source:HGNC Symbol;Acc:4274]	protein_coding
GJA1	121756838	121770873	241550	 HYPOPLASTIC LEFT HEART SYNDROME 1; HLHS1	ENSG00000152661	gap junction protein, alpha 1, 43kDa [Source:HGNC Symbol;Acc:4274]	protein_coding
GJA1	121756838	121770873	234100	 HALLERMANN-STREIFF SYNDROME; HSS	ENSG00000152661	gap junction protein, alpha 1, 43kDa [Source:HGNC Symbol;Acc:4274]	protein_coding
GJA1	121756838	121770873	186100	 SYNDACTYLY, TYPE III	ENSG00000152661	gap junction protein, alpha 1, 43kDa [Source:HGNC Symbol;Acc:4274]	protein_coding
GJA1	121756838	121770873	164200	 OCULODENTODIGITAL DYSPLASIA; ODDD	ENSG00000152661	gap junction protein, alpha 1, 43kDa [Source:HGNC Symbol;Acc:4274]	protein_coding
HSF2	122720691	122754264			ENSG00000025156	heat shock transcription factor 2 [Source:HGNC Symbol;Acc:5225]	protein_coding
SERINC1	122764499	122792967			ENSG00000111897	serine incorporator 1 [Source:HGNC Symbol;Acc:13464]	protein_coding
PKIB	122793076	123047518			ENSG00000135549	protein kinase (cAMP-dependent, catalytic) inhibitor beta [Source:HGNC Symbol;Acc:9018]	protein_coding
LYRM2	90277863	90348472			ENSG00000083099	LYR motif containing 2 [Source:HGNC Symbol;Acc:25229]	protein_coding
RNF5	32146131	32151930			ENSG00000204308	ring finger protein 5, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:10068]	protein_coding
FABP7	123100620	123105219			ENSG00000164434	fatty acid binding protein 7, brain [Source:HGNC Symbol;Acc:3562]	protein_coding
DHX16	30620896	30640814			ENSG00000204560	DEAH (Asp-Glu-Ala-His) box polypeptide 16 [Source:HGNC Symbol;Acc:2739]	protein_coding
MDN1	90352218	90529442			ENSG00000112159	MDN1, midasin homolog (yeast) [Source:HGNC Symbol;Acc:18302]	protein_coding
SMPDL3A	123110315	123130865			ENSG00000172594	sphingomyelin phosphodiesterase, acid-like 3A [Source:HGNC Symbol;Acc:17389]	protein_coding
CLVS2	123317116	123394072			ENSG00000146352	clavesin 2 [Source:HGNC Symbol;Acc:23046]	protein_coding
TRDN	123537483	123958238			ENSG00000186439	triadin [Source:HGNC Symbol;Acc:12261]	protein_coding
AGER	32148745	32152101			ENSG00000204305	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	protein_coding
CAGE1	7326889	7389976			ENSG00000164304	cancer antigen 1 [Source:HGNC Symbol;Acc:21622]	protein_coding
RIMS1	72596406	73112845	603649	 CONE-ROD DYSTROPHY 7; CORD7	ENSG00000079841	regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:17282]	protein_coding
PPP1R18	30644166	30655672			ENSG00000146112	protein phosphatase 1, regulatory subunit 18 [Source:HGNC Symbol;Acc:29413]	protein_coding
NRM	30655824	30659197			ENSG00000137404	nurim (nuclear envelope membrane protein) [Source:HGNC Symbol;Acc:8003]	protein_coding
NKAIN2	124125286	125146803			ENSG00000188580	Na+/K+ transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:16443]	protein_coding
RNF217	125283691	125413779			ENSG00000146373	ring finger protein 217 [Source:HGNC Symbol;Acc:21487]	protein_coding
RIOK1	7389729	7418270			ENSG00000124784	RIO kinase 1 [Source:HGNC Symbol;Acc:18656]	protein_coding
GJA10	90604188	90605839			ENSG00000135355	gap junction protein, alpha 10, 62kDa [Source:HGNC Symbol;Acc:16995]	protein_coding
BACH2	90636248	91006627			ENSG00000112182	BTB and CNC homology 1, basic leucine zipper transcription factor 2 [Source:HGNC Symbol;Acc:14078]	protein_coding
TPD52L1	125440195	125585553			ENSG00000111907	tumor protein D52-like 1 [Source:HGNC Symbol;Acc:12006]	protein_coding
MAP3K7	91223292	91296764			ENSG00000135341	mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:6859]	protein_coding
MDC1	30667584	30685666			ENSG00000137337	mediator of DNA-damage checkpoint 1 [Source:HGNC Symbol;Acc:21163]	protein_coding
PBX2	32152512	32157963			ENSG00000204304	pre-B-cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:8633]	protein_coding
HDDC2	125541108	125623282			ENSG00000111906	HD domain containing 2 [Source:HGNC Symbol;Acc:21078]	protein_coding
EPHA7	93949738	94129265			ENSG00000135333	EPH receptor A7 [Source:HGNC Symbol;Acc:3390]	protein_coding
HEY2	126068810	126082415			ENSG00000135547	hes-related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:4881]	protein_coding
NCOA7	126102307	126252266			ENSG00000111912	nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:21081]	protein_coding
GPSM3	32158543	32163300			ENSG00000213654	G-protein signaling modulator 3 [Source:HGNC Symbol;Acc:13945]	protein_coding
NOTCH4	32162620	32191844			ENSG00000204301	notch 4 [Source:HGNC Symbol;Acc:7884]	protein_coding
MANEA	96025419	96057333			ENSG00000172469	mannosidase, endo-alpha [Source:HGNC Symbol;Acc:21072]	protein_coding
FUT9	96463860	96663488			ENSG00000172461	fucosyltransferase 9 (alpha (1,3) fucosyltransferase) [Source:HGNC Symbol;Acc:4020]	protein_coding
TUBB	30687978	30693203			ENSG00000196230	tubulin, beta class I [Source:HGNC Symbol;Acc:20778]	protein_coding
UFL1	96969471	97003152			ENSG00000014123	UFM1-specific ligase 1 [Source:HGNC Symbol;Acc:23039]	protein_coding
KCNQ5	73331520	73908574			ENSG00000185760	potassium voltage-gated channel, KQT-like subfamily, member 5 [Source:HGNC Symbol;Acc:6299]	protein_coding
HINT3	126277927	126301387			ENSG00000111911	histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:18468]	protein_coding
RP11-257K9.8	73919469	73972919			ENSG00000243501	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F5H697]	protein_coding
TRMT11	126307576	126360422			ENSG00000066651	tRNA methyltransferase 11 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21080]	protein_coding
KHDC1L	73933267	73935493			ENSG00000256980	KH homology domain containing 1-like [Source:HGNC Symbol;Acc:37274]	protein_coding
FHL5	97010424	97064512			ENSG00000112214	four and a half LIM domains 5 [Source:HGNC Symbol;Acc:17371]	protein_coding
KHDC1	73951037	74020088			ENSG00000135314	KH homology domain containing 1 [Source:HGNC Symbol;Acc:21366]	protein_coding
C6orf10	32256303	32339684			ENSG00000204296	chromosome 6 open reading frame 10 [Source:HGNC Symbol;Acc:13922]	protein_coding
GPR63	97242002	97285353			ENSG00000112218	G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:13302]	protein_coding
NDUFAF4	97337189	97345757	252010	 MITOCHONDRIAL COMPLEX I DEFICIENCY	ENSG00000123545	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4 [Source:HGNC Symbol;Acc:21034]	protein_coding
DPPA5	74062785	74064018			ENSG00000203909	developmental pluripotency associated 5 [Source:HGNC Symbol;Acc:19201]	protein_coding
KHDC3L	74072400	74073894	614293	 HYDATIDIFORM MOLE, RECURRENT, 2; HYDM2	ENSG00000203908	KH domain containing 3-like, subcortical maternal complex member [Source:HGNC Symbol;Acc:33699]	protein_coding
OOEP	74078278	74104856			ENSG00000203907	oocyte expressed protein [Source:HGNC Symbol;Acc:21382]	protein_coding
KLHL32	97372605	97588630			ENSG00000186231	kelch-like family member 32 [Source:HGNC Symbol;Acc:21221]	protein_coding
CENPW	126661320	126670021			ENSG00000203760	centromere protein W [Source:HGNC Symbol;Acc:21488]	protein_coding
DDX43	74104471	74127292			ENSG00000080007	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 [Source:HGNC Symbol;Acc:18677]	protein_coding
RSPO3	127439749	127518910			ENSG00000146374	R-spondin 3 [Source:HGNC Symbol;Acc:20866]	protein_coding
MMS22L	97590037	97731093			ENSG00000146263	MMS22-like, DNA repair protein [Source:HGNC Symbol;Acc:21475]	protein_coding
BTNL2	32361740	32374905	612387	 SARCOIDOSIS, SUSCEPTIBILITY TO, 2; SS2	ENSG00000204290	butyrophilin-like 2 (MHC class II associated) [Source:HGNC Symbol;Acc:1142]	protein_coding
RNF146	127587755	127609712			ENSG00000118518	ring finger protein 146 [Source:HGNC Symbol;Acc:21336]	protein_coding
MB21D1	74123238	74161999			ENSG00000164430	Mab-21 domain containing 1 [Source:HGNC Symbol;Acc:21367]	protein_coding
HLA-DRA	32407619	32412823	610424	 HEPATITIS B VIRUS, SUSCEPTIBILITY TO	ENSG00000204287	major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:4947]	protein_coding
FLOT1	30695486	30710510			ENSG00000137312	flotillin 1 [Source:HGNC Symbol;Acc:3757]	protein_coding
MTO1	74171301	74218959	614702	 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10	ENSG00000135297	mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:19261]	protein_coding
HLA-DRB5	32485120	32498064			ENSG00000198502	major histocompatibility complex, class II, DR beta 5 [Source:HGNC Symbol;Acc:4953]	protein_coding
POU3F2	99282580	99286660			ENSG00000184486	POU class 3 homeobox 2 [Source:HGNC Symbol;Acc:9215]	protein_coding
HLA-DRB1	32546546	32557625	609532	 HEPATITIS C VIRUS, SUSCEPTIBILITY TO	ENSG00000196126	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:4948]	protein_coding
HLA-DRB1	32546546	32557625	181000	 SARCOIDOSIS, SUSCEPTIBILITY TO, 1; SS1	ENSG00000196126	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:4948]	protein_coding
FBXL4	99316420	99395849			ENSG00000112234	F-box and leucine-rich repeat protein 4 [Source:HGNC Symbol;Acc:13601]	protein_coding
ECHDC1	127609855	127664754			ENSG00000093144	enoyl CoA hydratase domain containing 1 [Source:HGNC Symbol;Acc:21489]	protein_coding
FAXC	99719045	99797938			ENSG00000146267	failed axon connections homolog (Drosophila) [Source:HGNC Symbol;Acc:20742]	protein_coding
HLA-DQA1	32595956	32614839			ENSG00000196735	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:4942]	protein_coding
COQ3	99817276	99842080			ENSG00000132423	coenzyme Q3 methyltransferase [Source:HGNC Symbol;Acc:18175]	protein_coding
IER3	30710976	30712331			ENSG00000137331	immediate early response 3 [Source:HGNC Symbol;Acc:5392]	protein_coding
SOGA3	127759551	127840500			ENSG00000214338	SOGA family member 3 [Source:HGNC Symbol;Acc:21494]	protein_coding
SOGA3	127759551	127840146			ENSG00000255330	C6orf174 protein  [Source:UniProtKB/TrEMBL;Acc:A5PLQ8]	protein_coding
HLA-DQB1	32627244	32636160			ENSG00000179344	major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:4944]	protein_coding
KIAA0408	127761488	127780536			ENSG00000189367	KIAA0408 [Source:HGNC Symbol;Acc:21636]	protein_coding
C6orf58	127840600	127912962			ENSG00000184530	chromosome 6 open reading frame 58 [Source:HGNC Symbol;Acc:20960]	protein_coding
HLA-DQA2	32709119	32714992			ENSG00000237541	major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:4943]	protein_coding
HLA-DQB2	32723875	32731311			ENSG00000232629	major histocompatibility complex, class II, DQ beta 2 [Source:HGNC Symbol;Acc:4945]	protein_coding
THEMIS	128029217	128239776			ENSG00000172673	thymocyte selection associated [Source:HGNC Symbol;Acc:21569]	protein_coding
HLA-DOB	32780540	32784825			ENSG00000241106	major histocompatibility complex, class II, DO beta [Source:HGNC Symbol;Acc:4937]	protein_coding
